quarter,down,yardsToGo,absoluteYardlineNumber,possessionTeam,defensiveTeam,offenseFormation,winProbabilityDiff,timeLeftHalf,pointDifferential
4,1,10,64,7,26,5,0.992378548,106,6
1,1,10,43,13,30,5,0.037513083999999974,1553,0
2,1,10,72,9,14,4,0.47218706400000005,489,-10
2,1,10,48,25,14,4,-0.025566779999999956,396,-7
4,1,10,60,7,26,5,0.915078804,432,9
3,2,6,42,19,21,5,0.821309536,967,10
3,1,10,41,15,30,4,0.25471353599999996,1274,-8
4,1,10,21,5,28,4,0.660038658,543,3
4,1,10,48,0,16,4,-0.915566858,261,-11
4,3,10,30,23,14,1,-0.984519768,71,3
1,2,6,68,27,9,5,-0.21703658999999997,1639,0
3,1,10,37,12,17,1,-0.914109378,1707,-20
2,2,7,17,26,6,4,-0.218613296,618,7
3,1,10,75,9,17,4,0.10541954600000003,1370,0
1,2,7,30,7,24,5,0.35504788200000004,1359,0
2,1,10,49,4,23,1,0.009057246000000019,455,-3
2,3,3,35,0,25,0,-0.7498600120000001,333,-14
4,1,10,91,9,13,5,0.8555854300000001,147,3
1,3,7,42,15,13,4,0.04538009399999998,980,-7
3,1,15,26,0,18,4,0.9550673759999999,1565,-20
3,1,10,58,20,10,5,0.27790007000000005,1303,-3
3,3,27,31,10,19,4,0.05520904000000004,1267,3
3,1,10,56,15,18,4,-0.37765655,1698,-10
4,1,10,73,1,7,3,0.07886537200000004,900,-3
1,3,1,44,8,16,1,-0.07932604799999998,1150,6
3,1,10,53,14,9,5,0.25898807399999996,1722,3
1,1,10,85,22,29,5,0.14225635600000003,1161,3
1,1,10,23,4,16,1,0.353640902,1197,3
3,2,6,39,10,25,5,-0.940553438,969,-17
3,1,10,49,16,4,5,0.5387392639999999,966,0
4,1,10,54,14,9,5,-0.20091731799999996,573,-4
3,1,10,35,10,8,5,0.601933804,1518,-4
1,3,9,69,7,26,0,0.21961914800000004,1231,0
1,3,13,32,11,31,4,-0.587816946,970,4
1,3,1,35,4,28,5,-0.5489037080000001,1559,-7
3,1,10,40,14,9,5,-0.30962127399999995,1192,-4
3,2,4,79,15,28,0,-0.43671931999999997,1324,5
3,1,10,41,3,19,4,-0.19805826199999998,1551,0
1,1,10,95,24,11,5,0.25945547199999996,1180,0
2,1,10,58,7,21,5,0.27743555599999997,519,0
3,2,3,45,29,4,4,-0.24514684000000003,1699,-7
4,1,10,76,11,10,5,0.521950758,605,-9
1,1,10,64,20,0,4,0.70026346,1176,4
4,1,10,101,23,8,4,-0.859878114,105,-7
4,3,7,71,15,29,5,-0.9961146219999999,108,10
2,1,10,72,17,7,4,0.05734161200000004,517,-4
2,1,10,83,26,3,4,0.9892378180000001,56,-28
4,2,1,109,2,3,2,0.5626413079999999,341,0
4,1,10,85,27,22,5,0.704962044,322,-7
2,1,5,105,21,2,4,0.16997584,395,-4
2,3,1,89,8,25,4,0.9456240199999999,49,-20
4,2,10,20,19,21,1,0.8640204739999999,761,13
1,1,10,57,26,29,4,-0.330375652,1673,0
4,2,8,102,5,11,5,0.937151762,555,-14
1,3,7,82,13,9,4,0.2225644,1753,0
4,2,7,77,30,23,4,-0.10949479000000001,45,-1
4,2,4,97,13,12,0,0.8500011860000001,705,-17
3,1,10,26,7,17,5,-0.25827659,1046,-6
3,3,16,29,5,8,4,0.914390196,1217,-12
1,1,10,44,26,29,4,-0.39699952600000005,1742,0
3,1,10,65,31,10,5,0.6776770059999999,1559,-15
1,1,10,35,14,25,4,-0.37018202200000005,1259,7
4,1,10,48,13,9,5,0.092386372,758,-3
4,2,3,92,20,25,4,0.9958850020000001,208,-17
3,1,10,100,21,26,4,-0.6411464659999999,1138,4
1,3,10,31,21,5,4,0.33133916199999996,1334,-3
2,2,15,41,28,16,4,0.463790714,367,-7
1,1,10,38,12,17,5,-0.45993022200000006,1613,-7
1,2,4,46,4,0,5,0.15756817999999995,1636,0
3,1,10,67,22,20,5,-0.611218102,1388,-9
4,3,19,78,4,16,4,0.981644006,412,-14
4,1,10,71,4,28,4,-0.9971248239999999,145,-22
3,2,10,85,9,17,5,0.14473825,1443,0
4,3,4,62,29,8,5,-0.9954037600000001,184,16
3,2,10,35,2,19,4,0.8230414720000001,1368,14
2,1,10,30,16,28,5,0.120061062,476,-4
1,1,6,104,18,0,1,0.6155656380000001,1321,0
2,2,2,38,12,9,4,0.5079972660000001,740,0
2,2,2,21,31,13,4,0.04427359199999997,705,-3
4,2,10,53,11,21,4,0.281836628,224,0
1,2,10,21,22,1,4,-0.47328846199999997,1251,-3
1,1,10,85,10,21,5,0.34790184,1427,-3
3,1,10,57,9,28,5,-0.03044975600000005,1306,-2
4,1,10,29,1,29,4,0.95385209,283,-14
3,1,10,35,0,20,4,0.495693148,1800,-4
4,2,10,64,0,27,4,-0.76638604,349,-10
2,4,2,51,27,1,0,-0.38147632,279,-7
1,3,4,58,11,20,0,0.403909638,1143,-7
3,2,2,13,14,23,5,0.335474342,1695,-2
2,1,10,49,20,19,1,-0.06710627600000002,343,-3
4,1,10,41,5,12,5,0.25136849200000005,178,0
1,2,4,57,8,29,5,-0.005053796000000055,1600,0
1,1,10,32,22,0,5,-0.401195422,1152,4
3,1,10,74,15,17,4,-0.436289788,1445,-10
3,1,10,72,2,29,3,0.005608604000000017,1277,0
3,2,11,49,16,4,4,0.420529678,1355,-3
2,2,11,75,12,14,4,0.326214128,256,0
3,2,7,59,15,29,3,-0.84373112,1421,14
3,2,2,90,31,11,4,0.415841088,1047,3
3,3,3,31,13,31,5,0.052548967999999974,1380,-4
1,1,10,92,30,23,1,0.5493851380000001,1270,7
4,2,10,57,31,25,4,-0.98947264,782,-22
1,2,10,83,16,29,5,0.15554975000000004,1790,0
1,1,10,86,0,4,4,0.060511284,1795,0
2,1,15,49,0,18,0,0.909238384,266,-17
2,1,10,45,9,24,5,-0.013550861999999997,402,-1
3,1,10,94,14,12,0,0.6404040559999999,1550,0
3,1,10,85,7,21,5,-0.546312302,1582,-11
4,2,5,15,21,11,5,-0.12365013400000002,679,0
2,1,10,90,8,10,0,0.5558431960000001,113,-3
2,1,10,16,19,21,4,0.29569178,847,3
2,1,10,32,27,0,0,0.338207356,23,3
2,1,10,85,23,4,4,-0.06433718000000005,56,0
4,3,22,65,11,24,4,-0.886829152,599,-14
4,2,3,82,12,25,4,-0.928084152,298,-12
3,2,7,58,15,28,4,-0.5166194580000001,1243,5
1,2,1,41,29,2,5,0.490866658,1099,4
2,1,10,76,2,23,4,-0.578899826,136,0
4,1,10,99,23,30,4,0.37426582799999997,628,-7
2,1,10,90,11,20,5,0.305211648,682,-7
2,2,6,81,24,9,4,-0.18634539800000005,72,-2
4,2,6,23,31,13,4,0.622796082,346,-9
2,3,2,39,24,7,4,0.379983626,900,-7
4,2,9,86,20,5,4,0.382801958,222,-1
3,2,17,38,19,20,0,-0.634425126,1167,-7
1,2,10,33,15,30,4,0.7684463159999999,1468,0
1,2,2,71,22,18,6,-0.022476463999999974,1241,0
1,4,1,103,27,9,5,0.17963944399999998,1080,4
3,1,10,83,18,12,1,0.491471984,1348,-3
3,1,10,56,12,13,1,0.930237228,1052,17
2,3,3,74,17,12,4,-0.8951807380000001,450,14
3,1,10,106,3,30,5,0.9978466699999999,914,34
4,1,10,35,18,12,1,0.46271593200000005,857,-3
3,1,15,32,8,31,5,0.63431909,1309,5
1,1,10,47,31,8,4,0.19386148399999997,1512,-3
3,1,10,96,8,25,5,0.9179410240000001,1406,-17
3,1,10,32,3,16,4,-0.35000886,1464,0
4,3,8,58,10,20,4,-0.492344446,304,3
4,2,5,59,21,11,5,0.13186694599999998,826,0
4,4,1,90,31,30,1,-0.647468946,235,-4
5,1,15,90,15,30,4,0.22017923599999994,587,0
1,2,6,38,2,22,5,0.0633033,1368,0
1,1,10,92,15,29,1,-0.624531876,1038,11
4,3,26,37,29,15,4,-0.9843548440000001,522,-17
3,3,3,76,26,19,4,0.6811368360000001,1328,-6
4,2,2,12,10,27,4,-0.805289068,69,-10
4,1,10,92,2,21,4,-0.9054617840000001,198,5
4,2,5,105,0,22,4,0.9802811760000001,386,11
2,3,8,83,21,24,4,0.326254002,654,-7
4,1,10,67,30,13,1,0.9598682199999999,202,9
2,1,10,91,26,29,4,-0.16923132199999996,658,1
3,2,11,64,14,12,4,0.542380418,1706,0
2,1,10,85,29,15,5,-0.7599416000000001,686,-18
4,3,3,91,23,30,4,0.5777901700000001,125,-7
4,3,8,73,4,29,5,0.9937406520000001,120,18
1,1,10,37,29,4,0,-0.6417190500000001,1559,0
4,3,1,75,16,0,5,-0.8843992199999999,602,11
3,3,11,86,8,29,4,-0.912421822,1054,-16
2,2,5,49,11,3,1,0.913623668,768,-14
2,1,10,91,30,31,5,0.08263656399999997,434,-3
4,2,20,67,6,22,0,0.42240371600000004,467,-5
3,3,15,48,20,11,3,0.8590965159999999,1539,17
2,2,10,60,25,20,4,0.585451014,233,7
3,1,10,62,0,15,4,-0.9965919299999999,1015,-30
2,2,8,52,21,19,5,0.570473362,347,-10
4,1,10,96,11,10,4,0.448815384,484,-9
4,1,10,64,26,3,4,0.9982105139999999,743,-35
3,1,10,90,18,9,1,0.34140445999999997,1329,3
2,1,10,78,1,29,3,0.854310076,70,-10
4,2,5,79,4,0,4,-0.9517579460000001,434,-16
1,2,11,86,10,25,5,-0.351966408,1767,0
4,2,10,58,10,27,4,-0.703068152,465,-10
1,2,10,55,13,30,4,0.18629704400000002,1047,-3
1,2,4,86,0,27,4,0.19195420200000002,1314,-3
1,2,7,67,2,23,0,-0.54572435,1604,0
2,1,10,35,3,2,4,0.5647593580000001,774,-14
1,1,10,59,24,19,4,0.15639518200000002,1651,2
2,1,10,107,15,3,4,0.21137952799999998,393,4
3,2,17,79,25,14,4,0.7743700520000001,981,6
2,3,1,78,24,3,4,-0.8489112860000001,146,-11
1,2,11,96,2,24,4,-0.360667512,1148,0
1,3,2,61,28,5,5,-0.27126224400000004,1613,0
1,4,5,78,10,20,4,0.44122170600000005,1332,0
3,2,13,98,29,26,4,-0.012764379999999964,1102,-1
3,2,11,51,2,29,4,-0.07071804199999998,1120,0
4,2,1,11,16,0,4,-0.9892561200000001,406,11
3,1,10,83,21,24,0,-0.520327918,1334,3
4,2,18,40,12,14,4,0.284812764,703,0
3,1,10,73,7,2,5,0.590811484,1252,-10
3,2,10,35,16,3,0,-0.538787364,1348,-7
1,2,3,42,21,19,5,0.23016600399999998,1109,-3
3,1,10,29,23,5,4,0.33030361599999997,1156,2
2,3,10,41,4,28,4,-0.640373278,523,-10
3,1,10,84,23,14,5,0.14164023799999997,1411,-4
3,1,10,84,29,1,4,0.9396685060000001,1528,13
3,3,1,76,29,26,1,0.003097555999999946,1665,-4
2,3,3,79,28,5,4,-0.6068051379999999,446,7
1,1,10,53,8,16,4,-0.10911277399999997,1113,6
1,1,10,50,11,24,4,0.35710081400000004,1288,0
1,1,10,76,26,21,5,-0.22770196200000004,942,-3
1,1,10,73,19,10,1,0.17015976400000005,1642,-7
2,2,6,67,21,26,4,-0.19208326199999998,82,0
1,1,10,43,11,29,4,0.08023338799999996,1297,-3
4,1,10,40,23,5,6,0.782133464,459,5
2,1,10,73,20,11,4,0.696475704,120,10
4,3,4,62,20,5,4,0.15359425600000004,342,-1
4,1,10,68,11,21,5,0.464347914,176,0
4,1,15,26,24,21,4,-0.916522742,429,-12
1,2,9,97,21,7,4,-0.033188707999999956,1497,0
1,1,10,89,23,5,5,0.238464542,1215,-3
1,1,10,72,3,19,1,-0.30453234999999995,949,0
3,3,1,11,15,17,4,0.35803449200000004,930,-3
3,1,10,70,14,17,5,-0.72039349,1482,13
3,2,2,78,16,1,5,0.970831416,1633,18
3,1,10,43,25,0,4,-0.6022600339999999,1673,4
1,1,3,107,25,20,4,0.348679948,1454,0
4,1,10,75,14,12,4,-0.964464416,8,-7
1,2,2,14,7,24,1,0.38521409,1235,0
3,2,11,83,14,25,4,0.5577916140000001,1446,-6
3,3,2,25,8,25,4,0.865517248,1274,-10
2,2,8,70,7,4,4,0.018609136000000026,700,0
3,2,8,102,15,18,4,0.23703518599999995,1109,-3
2,2,5,59,10,19,4,0.5354691519999999,47,7
2,2,10,50,31,5,4,-0.24550644400000005,96,0
4,1,10,86,2,29,3,-0.707299366,528,4
2,1,3,107,27,23,5,0.47750665999999997,761,0
1,1,10,30,9,28,5,-0.34941886000000005,1161,-7
2,1,10,35,15,17,4,-0.19348558400000004,897,-10
4,3,27,83,0,4,0,-0.13970613400000004,732,0
4,2,5,48,29,22,5,-0.993041472,176,10
3,2,3,63,22,4,3,0.615514838,1575,-13
1,1,10,46,12,25,1,-0.6009827139999999,920,0
1,1,10,55,17,9,5,0.31085369399999996,1794,0
1,1,1,11,20,5,1,0.5069464340000001,1398,0
4,1,10,69,20,25,4,0.9956137199999999,185,-17
4,1,10,33,7,4,5,-0.7916070660000001,511,6
1,1,10,85,0,20,0,0.682850986,1512,-7
1,2,8,37,12,13,4,-0.5705506760000001,1182,-3
2,1,10,93,20,0,5,0.649975464,894,4
1,1,10,46,12,25,5,-0.6790195859999999,1768,0
4,1,10,34,12,18,5,0.6293539560000001,807,-4
2,2,7,79,21,10,4,0.8891385380000001,74,13
4,3,11,79,24,19,4,0.9916920039999999,363,16
3,1,10,63,19,3,5,0.008003712000000052,1758,0
1,2,10,91,29,1,1,0.544710174,1793,0
2,1,10,107,10,8,5,0.31745056,105,3
1,3,11,82,17,9,4,0.07623069800000004,1283,-3
4,3,10,59,19,6,4,0.991923908,73,-12
1,2,5,24,0,4,4,-0.17569324400000003,1434,0
3,1,10,46,31,5,5,-0.37570392399999997,1715,3
4,3,1,54,23,4,1,0.11442105399999997,519,0
3,1,10,38,31,25,4,-0.9902217600000001,1043,-24
1,1,10,75,25,0,0,-0.591348242,1376,7
4,2,23,40,19,24,4,0.99259181,105,-23
4,2,10,59,24,2,0,-0.98640463,581,-21
3,2,1,39,13,14,5,0.796379392,1473,-17
3,2,10,35,30,3,4,0.843838554,1793,-10
1,1,10,35,21,19,5,0.23861616200000002,1145,-3
1,2,5,65,6,1,4,0.681522306,1431,7
3,1,10,38,14,17,5,-0.8405207400000001,1258,13
1,2,4,79,11,5,4,0.507947784,1145,-4
1,2,11,21,28,27,4,0.633623898,1533,0
3,2,4,38,25,14,3,0.635957364,1533,6
3,1,8,18,28,16,0,0.7475655720000001,957,5
1,1,10,44,20,11,5,0.168723546,1757,0
2,2,10,50,9,28,5,-0.307487636,782,-7
4,2,10,26,17,14,4,-0.992192548,66,-28
3,2,2,36,13,31,5,0.29377622999999997,1115,-1
1,3,10,39,16,28,4,0.07692105400000004,1754,0
1,1,15,62,6,4,4,0.796859728,1040,7
1,1,10,102,1,4,5,0.09343221800000001,1303,-3
2,2,5,40,0,18,4,0.7346286740000001,662,-10
2,2,10,23,29,1,0,0.8223303900000001,307,7
1,1,10,104,5,28,5,-0.18435021399999996,934,0
2,2,2,49,11,24,4,0.130432174,22,-3
4,1,10,84,8,10,4,0.836588152,364,4
1,1,10,50,28,15,4,0.25331252,1690,0
2,1,10,84,13,9,4,0.320085346,80,-6
4,1,10,36,8,23,5,-0.10931430800000003,784,0
2,1,10,73,25,20,4,0.800715506,22,14
4,1,10,82,10,19,4,-0.414198868,438,-4
3,2,10,79,19,24,1,0.016558864000000006,1478,-5
1,1,10,26,18,22,5,-0.13505788199999996,1608,0
2,1,10,64,9,13,5,0.39701275999999996,868,3
1,1,10,87,20,0,1,0.5733510340000001,1567,0
1,1,10,62,3,19,4,-0.27224829,972,0
3,3,4,106,10,25,4,-0.8974601040000001,1154,-17
4,2,6,60,2,7,3,0.623484656,373,3
4,2,7,42,20,25,4,0.9954709719999999,102,-17
4,2,6,42,28,27,1,0.9951362399999999,297,13
4,2,9,29,31,11,4,0.7699592559999999,539,6
2,2,2,29,12,25,5,-0.7491850659999999,81,-7
3,2,10,70,15,0,0,-0.9483496039999999,1551,16
4,1,10,21,13,21,4,0.9923191259999999,309,-16
4,1,10,46,28,16,5,-0.9932525839999999,283,17
4,3,5,55,21,7,4,-0.9148155120000001,758,15
4,2,8,64,11,29,4,-0.6943406620000001,900,8
4,3,5,53,5,31,0,-0.6687831019999999,86,-5
2,1,10,99,17,7,4,0.14239610000000003,636,-4
4,1,10,89,12,25,4,-0.926557224,265,-12
4,1,10,69,22,20,4,-0.33285619400000005,721,-5
4,2,8,56,1,27,5,-0.671175986,389,4
3,1,10,57,25,26,4,0.964595576,1181,15
1,1,10,21,14,17,5,0.15896171999999997,979,0
3,2,1,64,3,30,4,0.892747282,1566,10
2,2,6,31,19,3,5,-0.501904122,680,-7
2,1,1,109,29,1,5,0.728679184,574,0
3,1,10,65,19,10,5,0.431602836,1761,-10
2,1,10,55,29,2,1,0.583166402,852,7
4,2,12,80,21,13,4,0.982770098,478,16
4,1,10,60,10,11,5,0.8586955439999999,255,6
1,1,10,55,25,12,4,-0.5565699820000001,1309,-7
1,1,10,35,23,5,5,0.00878703599999997,1407,-3
1,3,1,52,12,30,2,0.251285344,1434,0
3,1,10,76,26,19,5,0.6225485580000001,901,-6
3,1,1,11,25,10,4,-0.906011318,1005,10
4,1,10,30,25,12,3,-0.8414871239999999,756,4
3,1,10,62,2,29,3,0.44293760600000004,1706,-7
1,1,10,80,22,4,5,-0.198832206,1286,0
3,1,10,63,8,10,5,0.42157231999999994,1638,-3
2,2,8,74,11,29,5,-0.302510314,621,4
2,2,1,55,11,23,4,0.8270284720000001,46,7
1,3,7,82,12,5,4,0.64950627,1271,-10
3,2,4,38,31,20,5,0.18759446599999996,1134,3
1,2,3,52,27,10,5,0.06954897199999999,1692,0
2,1,10,85,8,5,5,0.769037806,821,7
2,1,10,68,21,2,4,-0.17347001999999995,8,-4
3,2,10,88,5,12,5,0.09774022599999999,941,0
3,2,8,84,13,21,4,0.8556407800000001,1119,-13
2,1,10,35,6,1,4,0.896815218,39,14
3,2,9,64,13,14,4,-0.367484882,1428,-8
4,3,10,74,29,22,4,-0.11863805400000005,628,0
3,1,10,73,13,15,4,-0.5184697659999999,1321,-7
2,1,10,60,4,29,5,-0.48463965200000003,689,0
3,1,10,62,13,15,5,-0.499357112,1238,-7
3,1,10,53,2,21,3,-0.7093156060000001,1144,8
1,1,10,85,28,9,1,-0.47539793999999996,1073,7
1,1,10,80,31,11,4,-0.6758707939999999,1293,-7
4,1,10,90,11,29,5,-0.7125469900000001,678,8
3,2,1,16,14,17,5,-0.8968956020000001,1139,13
2,3,6,86,27,22,4,0.24660122399999995,320,0
4,1,10,85,20,0,5,0.63671653,634,2
4,2,19,73,27,0,5,0.990718996,125,10
4,1,10,49,22,20,5,-0.43040802399999994,789,-5
3,2,5,91,19,6,4,0.25806304799999996,1473,-2
3,1,10,71,18,22,1,0.9869905480000001,906,-24
3,3,8,26,24,9,0,-0.13118501000000005,1075,1
1,1,10,56,8,23,4,-0.21996243999999998,1731,0
2,1,10,35,5,28,1,-0.508176524,611,-7
3,1,10,76,12,9,1,0.30675597400000004,1680,0
1,4,1,73,2,19,6,0.5489989639999999,1212,7
4,1,10,72,18,9,1,0.7343776,757,6
2,1,10,27,16,8,5,-0.12080724600000003,660,-6
2,1,15,25,13,30,4,-0.7147767920000001,178,-21
3,2,5,94,0,16,4,-0.5419101340000001,1648,-7
2,1,7,17,21,5,5,0.5435075680000001,405,-3
2,2,10,73,27,9,4,-0.19494216800000003,255,0
3,2,10,38,29,11,4,-0.48086034600000005,1328,-11
4,1,10,85,16,1,1,0.8433452880000001,297,6
1,1,10,55,11,3,5,0.47834760600000004,1549,0
2,1,10,54,23,30,4,0.5474052979999999,638,-10
4,1,10,88,0,22,3,0.9453025239999999,560,11
1,2,9,33,23,30,4,0.21639381999999996,1757,0
2,3,9,77,1,22,0,-0.02719383599999997,453,3
3,1,10,79,13,12,4,0.33590979800000004,1609,-10
2,1,9,19,16,28,5,0.09915778000000003,437,-4
3,3,1,74,6,7,0,0.985259414,1035,-25
4,2,10,35,13,21,4,0.9969738619999999,213,-23
1,1,10,77,21,19,4,-0.06885761800000001,1548,0
1,1,10,60,18,17,1,0.16577382399999996,1322,-3
3,1,10,67,19,24,5,0.05107667199999999,1641,-5
3,2,5,72,0,20,4,0.786812614,1057,-11
2,1,10,35,31,25,4,-0.6348791680000001,798,-10
3,2,4,20,28,5,1,-0.80934478,1624,7
1,1,10,79,21,10,5,0.545898896,1084,3
1,1,1,109,3,11,4,0.750727878,1167,0
2,2,11,34,7,6,4,-0.16095952000000002,798,0
3,2,10,46,10,27,5,-0.7190883299999999,1654,-16
3,1,10,35,28,27,4,0.9336328679999999,1225,13
4,2,9,67,21,5,4,-0.9931047239999999,201,-19
2,3,3,44,3,19,5,-0.21273505600000003,3,0
1,2,6,49,15,18,4,0.00766378599999995,1201,-7
1,1,10,89,27,1,4,0.256306756,1588,0
4,2,10,66,13,30,4,-0.411179752,694,-7
1,2,7,34,21,5,4,0.37425032199999997,1391,-3
4,2,5,74,2,7,3,0.7101509640000001,249,3
1,1,10,85,20,19,5,-0.20448021600000005,1800,0
2,1,10,54,9,27,4,0.13442839599999995,89,-7
3,1,10,50,7,17,5,-0.34214272999999995,1156,-6
4,2,2,43,25,0,4,-0.23096130799999998,556,0
2,4,2,106,15,0,4,-0.728795968,457,7
4,2,5,89,20,10,4,-0.503624648,545,-10
3,1,10,23,2,29,3,-0.29544413799999997,951,0
4,1,2,108,12,14,2,-0.5802098659999999,251,0
4,3,4,79,7,4,4,-0.29706859599999996,253,2
4,3,1,44,29,16,5,-0.50094349,875,-7
4,3,4,31,27,0,4,0.5181695959999999,835,3
3,1,10,100,10,25,1,-0.8736713819999999,1197,-17
4,1,10,45,29,11,4,-0.750690774,139,-8
2,1,10,63,5,28,5,-0.461711512,137,-7
4,3,5,95,0,25,4,-0.67634105,865,-7
2,1,10,80,22,6,6,0.30149333199999995,120,3
3,2,4,95,17,9,1,0.30052999399999997,1473,-3
3,1,20,70,5,8,4,0.958718024,935,-19
3,1,10,63,20,5,5,0.44778465399999995,925,2
3,1,10,55,11,5,5,0.9565836000000001,1033,14
1,1,5,54,27,0,4,-0.002380183999999952,1673,0
3,1,10,35,13,9,4,0.282074652,1099,-3
4,1,10,35,11,24,4,-0.824341864,892,-14
4,1,10,35,20,25,4,0.9951594619999999,82,-17
3,1,10,63,16,29,5,-0.49582199800000004,1136,4
1,1,10,78,9,27,5,-0.10567717599999998,994,-4
3,4,1,81,18,30,5,0.73027533,1539,-14
3,1,10,90,6,4,4,0.9974551279999999,1218,28
1,1,5,15,10,25,5,-0.05571381399999997,1561,0
4,1,10,45,13,15,5,-0.39081144399999995,740,-4
3,2,14,86,8,25,4,0.8040851760000001,915,-10
4,1,10,74,28,16,4,-0.467282266,900,3
2,1,10,43,2,29,4,0.36348125400000003,190,-7
2,1,10,100,29,8,4,-0.481351838,106,6
1,2,8,83,0,27,4,-0.163150564,1270,0
3,1,10,42,29,15,5,-0.9141629579999999,1052,-21
1,1,10,48,2,23,1,-0.59390422,1558,0
1,2,9,84,7,24,4,0.22208617599999997,1602,0
2,2,8,83,7,2,5,-0.18722318799999998,572,4
2,1,10,47,18,30,5,0.631125242,206,-11
1,1,10,78,18,9,5,0.133762404,1792,0
4,1,5,80,26,25,4,0.994006374,755,-22
4,1,6,16,6,19,5,0.39002255399999997,860,-1
4,3,5,92,24,3,4,0.47779739000000004,128,0
3,1,10,68,31,8,5,0.47389246599999996,1105,-8
4,1,10,90,5,8,4,0.9966102779999999,197,-20
4,1,10,34,9,28,4,-0.19089152599999998,341,-5
3,1,5,94,1,29,3,0.9662348519999999,956,-21
4,1,10,86,2,29,3,-0.7127327539999999,505,4
4,3,13,56,20,11,5,0.9966995439999999,75,16
2,3,9,45,17,1,4,0.436328128,452,-10
